name,degree.total,degree.in,degree.out,strength.total,strength.in,strength.out,between,Category
honeywell,216,162,54,203.6,159.6,44,47388.24675,
ashraenews,213,159,54,315.4,228.3,87.1,11061.48403,
SkinDoctorsUK,194,140,54,224.1,171.7,52.4,19.62698737,
MarketUrbanism,190,136,54,388.6,326.1,62.5,2062.02056,
PublicPlanners,182,128,54,248.7,172,76.7,1.414940418,
Nick_Nuttall,180,126,54,307.3,155.2,152.1,12283.73644,
RoofingRR,147,93,54,188.5,134.5,54,26.2324359,
leicester_hub,130,76,54,270.6,133.6,137,36427.26535,
healyronan,129,75,54,140.2,77,63.2,8.677019653,
AtlasCopcoUKIRE,103,49,54,117.7,55.4,62.3,479.6837215,
RCquaker,93,39,54,137.5,55.1,82.4,6878.945529,
ErimusIB,92,38,54,90.4,37.8,52.6,1451.577328,
GemmaBegbie,90,36,54,88.6,34,54.6,5.178737134,
RobertBedner,84,30,54,84.2,30,54.2,0.525886325,
BC_Apprentices,77,23,54,80.5,25.9,54.6,2242.882835,
LeightonJCP,73,19,54,118.3,19.3,99,304.9883353,
jonathanpow,72,18,54,47.2,17.2,30,3912.787105,
FleetSummit,71,17,54,68.9,17.6,51.3,3756.422395,
ChloeStullLane,63,9,54,127.1,42.8,84.3,0,
RamsdensLit,63,9,54,57.8,5,52.8,1430.490102,
atlanticwastepw,62,8,54,155.3,9.2,146.1,6.639373685,
thefletch37,62,8,54,77.5,7.4,70.1,650.1369495,
adestoke,58,4,54,101.1,12.2,88.9,13.14583513,
Housinginteract,58,4,54,63.3,4,59.3,0,
joelconnelly,58,4,54,58.1,2.2,55.9,19.40069621,
em_spary,56,2,54,63.9,1.3,62.6,4.858308358,
WayneRooney,565,512,53,571.3,477.1,94.2,16109.98643,
ConstructConnx,455,402,53,751.1,698.8,52.3,16599.58968,
rugbyworldcup,453,400,53,449.6,399.1,50.5,23159.94403,
BristolPost,431,378,53,524.6,474.9,49.7,52695.2926,
jenanmoussa,260,207,53,197,155.9,41.1,17342.13957,
benandjerrysUK,219,166,53,165.8,147.8,18,158543.269,
TataSteelLtd,217,164,53,246.2,168.6,77.6,2916.417051,
RBWM,205,152,53,307.7,216.1,91.6,5424.561092,
MirrorMoney,178,125,53,146.6,98.2,48.4,27311.51299,
SouthLakelandDC,165,112,53,253.1,166.8,86.3,11814.50437,
marnickroofing,158,105,53,208.3,136.3,72,568.4200823,
dundee_angus,147,94,53,153.8,99.1,54.7,19076.36115,
DaveWilsonFM,136,83,53,166.6,107.3,59.3,12015.6032,
BaxallC,134,81,53,149.8,83.8,66,707.5469699,
_NTTL,126,73,53,174.4,118.5,55.9,50011.49334,
UKinJapan,111,58,53,122.3,57.4,64.9,3698.097408,
QESFC,108,55,53,104,52.2,51.8,4177.396857,
mrmaxglass,102,49,53,202.9,86.2,116.7,7514.42967,
NNC_Worksop,99,46,53,103.8,49.2,54.6,41.67432272,
lisashellarchs,96,43,53,124.5,53.3,71.2,990.9483971,
OpenShopYork,87,34,53,94.9,42.7,52.2,712.2752523,
katrinalynch,83,30,53,106.1,27.7,78.4,3535.759889,
AbrahamsJJ,82,29,53,91.4,29.2,62.2,166.4155884,
LSHLearning,79,26,53,132.1,54.8,77.3,10840.83197,
trojancml,77,24,53,84.9,28.8,56.1,38.54473816,
JamesDauris,77,24,53,73.8,20,53.8,2922.306909,
MorticeConsult,77,24,53,59.4,23.6,35.8,20396.89591,
RolingSandra,76,23,53,169,51.4,117.6,4614.487617,
chocmediatv,75,22,53,118.6,25.3,93.3,34017.65144,
RivieraMaritime,74,21,53,69.2,22.1,47.1,6338.850494,
orchardsestates,72,19,53,176.1,25.5,150.6,4078.701631,
WEONeilGladwin,68,15,53,85.7,19.5,66.2,877.9301029,
3_SolutionsLtd,64,11,53,72.2,12.3,59.9,0,
RichterScutt,63,10,53,111.5,17.9,93.6,17.4827547,
HanKatherine10,62,9,53,86.7,11.2,75.5,5.393908772,
AngelaWangCo,62,9,53,60.4,8.3,52.1,0,
gplarsen,60,7,53,54.6,7.3,47.3,2992.975177,
Blockhaus_Holz,59,6,53,57.6,4.5,53.1,279.582115,
soarhill,58,5,53,70.2,5.1,65.1,339.8791182,
generalelectric,442,390,52,450.5,399.6,50.9,11686.13752,
roadcc,364,312,52,367.9,319.3,48.6,60591.17792,
Kent_Online,278,226,52,328.7,279,49.7,10601.04509,
xboxuk,274,222,52,316.6,267.3,49.3,25742.00612,
MartinJBruehl,248,196,52,421.4,305.7,115.7,64207.05227,
SentinelStaffs,234,182,52,308.9,270.5,38.4,146528.7152,
ST_Money,184,132,52,327.8,224.4,103.4,47909.24353,
CarmelCollege,162,110,52,153.5,108.8,44.7,7060.076903,
CroftFarmConst,143,91,52,305.1,197.6,107.5,6567.495885,
EastDurhamCol,112,60,52,119.9,67,52.9,27320.70257,
GeoffSnelson1,100,48,52,145.3,65.9,79.4,6994.998485,
StatesofJersey,100,48,52,81.9,45.7,36.2,15722.65984,
ActionforESOL,99,47,52,110,49.6,60.4,6372.008598,
GMCollegesGroup,94,42,52,199.6,54.5,145.1,1.58076386,
ifeglobal,94,42,52,147.4,59.5,87.9,848.1443967,
odebconuee,89,37,52,754.1,474.8,279.3,5865.568136,
PPANthebrief,86,34,52,120.7,53.1,67.6,21232.74321,
USInternalComms,85,33,52,121.9,51.6,70.3,19656.95984,
EstherAbrey,83,31,52,92.1,30.5,61.6,18.78614694,
gibbs_roofing,82,30,52,122.9,57.3,65.6,26.31416464,
Nick_Fewings,82,30,52,78.5,28.1,50.4,7039.418918,
hertscycling,81,29,52,94.2,29.6,64.6,24023.00028,
NavChohan1,70,18,52,116.1,29.5,86.6,3259.962756,
EvClimateChange,63,11,52,148.4,15,133.4,0.595238095,
millie_anne93,62,10,52,60.8,11.6,49.2,830.4847197,
JohnGordonOrg,58,6,52,52.6,6.1,46.5,5.733333333,
Sam_D_Carroll,56,4,52,39.7,0.5,39.2,17184.34636,
designbyclear,55,3,52,55.6,3,52.6,0,
PhilDHauser,54,2,52,73.7,1.3,72.4,582.7163889,
ChrisMoyles,628,577,51,625,574.8,50.2,5086.2295,
bt_uk,476,425,51,556,500.5,55.5,40227.25347,
WhichMoney,391,340,51,490.5,429.1,61.4,378.051001,
CommonsWorkPen,387,336,51,429.7,379.3,50.4,15418.83778,
Stormzy1,381,330,51,312.8,279.7,33.1,64504.62246,
WalesPolitics,356,305,51,433,389.9,43.1,65174.2105,
Offord4Hendon,267,216,51,267.4,216.9,50.5,9816.955314,
CanaryWharfGrp,234,183,51,245.5,198.5,47,1927.704967,
MickeyFinnLqr,200,149,51,347.8,308.7,39.1,2824.946594,
CTinvest_EMEA,149,98,51,138.7,88.6,50.1,1185.821788,
StrattonGlass,104,53,51,175.2,84.3,90.9,6451.274993,
sdtbell,103,52,51,315.2,157.6,157.6,6032.249414,
SharEconUK,97,46,51,131.2,66.5,64.7,2.449267853,
AvivaPride,94,43,51,108.2,46.8,61.4,12866.44299,
AquinasUK,94,43,51,94.3,45.5,48.8,1193.02951,
CBRE_NI,84,33,51,219.9,128.4,91.5,2120.721926,
ThegreeneryLDN,81,30,51,129.1,63.8,65.3,17947.40472,
dwtitley,79,28,51,183.7,71.1,112.6,4801.9778,
ultradiscostu,69,18,51,76.6,20.4,56.2,0,
rangerdiaries,68,17,51,61.8,16.3,45.5,1750.066904,
peplows_uk,66,15,51,84.3,13,71.3,51.42382513,
TysonCooperLtd,63,12,51,62.5,12.3,50.2,3148.487985,
NStonesBuilders,62,11,51,66,15,51,0.372731435,
CamfilAsia,59,8,51,60,8,52,0,
JLC_Global,58,7,51,57.6,3.7,53.9,11.87207958,
ascentuk,57,6,51,64.3,6.1,58.2,0,
emmamtize,57,6,51,51.9,7.7,44.2,11.75858974,
TerryPlimmer,54,3,51,52.9,3.1,49.8,0,
cleantechnica,485,435,50,752.9,672,80.9,7957.50579,
KeithOlbermann,469,419,50,371.6,322.2,49.4,570.9996984,
FarmingFutures,313,263,50,472.6,434.4,38.2,22886.38585,
Darlingtonfe,235,185,50,216.4,188.9,27.5,60388.39533,
Jaguar,232,182,50,227.2,177.3,49.9,23586.4655,
Dudley_College,174,124,50,155.1,125.1,30,33593.68909,
AgenceDeParfume,167,117,50,258.2,208.5,49.7,1415.613888,
reelhomesfilm,115,65,50,214.8,135.3,79.5,98.02878847,
GlobalClimathon,110,60,50,618.5,502.5,116,851.6243624,
VikramSolar,109,59,50,177.4,76.1,101.3,275.2255151,
NewCollTelford,108,58,50,112,61.9,50.1,108.658398,
HDR_Inc,106,56,50,208.2,64.7,143.5,15312.66219,
ThomRothCol,104,54,50,105.1,55.1,50,58.41518423,
PraxisFramework,103,53,50,110.6,60.3,50.3,15990.19281,
ApothecariesLDN,94,44,50,108.5,55.6,52.9,1536.269766,
HarrisP_H,91,41,50,109.1,42.4,66.7,100.1852982,
Joanna_Abeyie,89,39,50,80,42.4,37.6,4911.616805,
WCGlassSellers,88,38,50,98.1,44.6,53.5,280.1219466,
WolvesPTC,82,32,50,113.7,38.4,75.3,3047.522157,
SGSA_UK,75,25,50,88.3,36.4,51.9,9573.236205,
VmotoUK,71,21,50,110.2,30.1,80.1,1361.941601,
thehullabaloo17,63,13,50,73.9,14.5,59.4,933.0821281,
TurbettandCrew,60,10,50,64.7,8.8,55.9,6.369047619,
idacs_news,59,9,50,72,11.3,60.7,0,
HelloBrandwidth,56,6,50,42.9,7,35.9,0,
davinder_hothi,53,3,50,54.8,3.6,51.2,0,
IndyPolitics,643,594,49,899.8,590,309.8,2096.427278,
GaryBarlow,578,529,49,564.3,531.5,32.8,41178.22581,
England,543,494,49,475.2,423,52.2,176108.8166,
JohnKerry,457,408,49,542.4,460.3,82.1,866.2494983,
DepressedDarth,262,213,49,170.9,121,49.9,0,
DonnyCollege,247,198,49,252.6,200.2,52.4,3171.524323,
HMRCbusiness,240,191,49,443.5,396.7,46.8,36827.492,
SOLETRADER,240,191,49,365.7,322.7,43,2315.357975,
LipmateLipbalm,180,131,49,247.2,204.3,42.9,1260.150187,
Harry4BH,177,128,49,176.4,127.3,49.1,2295.998545,
JohnHughesTO,176,127,49,288.4,229.9,58.5,10702.90755,
NUS_FE,148,99,49,149.2,99.1,50.1,1.144444649,
ArchitectureNI,140,91,49,397.1,218.5,178.6,105.1194315,
Harrogatebc,128,79,49,144.9,78.2,66.7,5433.546411,
telfordcoll,111,62,49,105.9,62.2,43.7,190.2323965,
DevaHomesUK,109,60,49,126.1,75,51.1,0,
SthStaffsWater,106,57,49,117.9,65.6,52.3,3720.954685,
richstokes_rts,99,50,49,121,63.6,57.4,3104.694784,
careersDB,98,49,49,200.4,80.4,120,2878.725589,
GowerPMOT,96,47,49,118.8,64.2,54.6,21.41208868,
HillsGroup,86,37,49,92.5,31.3,61.2,4124.076364,
GettyReportage,84,35,49,70.9,35.1,35.8,474.3409411,
jamesbloom12,81,32,49,355.8,132.7,223.1,854.5213091,
OutboxIncubator,79,30,49,90.3,27.6,62.7,3578.482608,
brendanlight,67,18,49,139.1,17.7,121.4,886.6573711,
My_AgriCountry,65,16,49,63.8,14.5,49.3,1454.088518,
wcastle_events,61,12,49,37.4,12.1,25.3,21490.08721,
Corbssss,60,11,49,67.4,11.2,56.2,5266.125592,
NishallGarala,59,10,49,88.5,20.2,68.3,0,
KimiYoshimura,57,8,49,68.7,21,47.7,272.1425173,
a1securityprint,55,6,49,62.7,5.3,57.4,16859.10448,
jokigenki,53,4,49,31.6,4,27.6,0,
delfd1,50,1,49,37.5,1.1,36.4,0,
mediaguardian,1590,1542,48,1561.7,1516.3,45.4,36531.73926,
billmckibben,1178,1130,48,2272.3,2203.3,69,144533.0431,
mrmarksteel,803,755,48,720.9,690.2,30.7,69522.07242,
FortuneMagazine,452,404,48,445.3,403.2,42.1,4754.891773,
FeelGoodContact,238,190,48,350.9,324.5,26.4,6138.793212,
WestBerkshire,196,148,48,198.1,156.5,41.6,43068.52332,
SDinternational,135,87,48,155.2,104.7,50.5,29.90915437,
World_Traders,119,71,48,156.4,90.1,66.3,1488.099889,
archininja,101,53,48,104.4,53.3,51.1,630.5287573,
StVincent6FC,96,48,48,135,56.9,78.1,814.8449716,
barryjameknight,87,39,48,97.8,41,56.8,1209.615966,
myprojectone,85,37,48,95.2,37.8,57.4,15269.26364,
sharondemascia,85,37,48,85.2,39.8,45.4,1732.428975,
charlottetroyx,75,27,48,240.5,77.5,163,0,
fabiorigamonti,71,23,48,66.2,20.6,45.6,2393.655464,
ProgressiveBSoc,64,16,48,71.7,10.2,61.5,28540.89879,
themediavillage,57,9,48,62.1,10.6,51.5,4395.778737,
Benniesdevelop,56,8,48,55.9,12.3,43.6,1348.660869,
dlbiocomposites,54,6,48,73,11,62,0,
susanperdijk,53,5,48,53.1,5.1,48,0.066666667,
archinoia,51,3,48,101.8,5.6,96.2,9.321126521,
Wimbledon,701,654,47,639.5,606.3,33.2,216664.0185,
Attenboroughs_D,677,630,47,358.7,311.7,47,1043.1994,
HazelBlears2,365,318,47,367.8,318,49.8,66.85734788,
CoastguardTeam,251,204,47,200.5,182.7,17.8,598553.0118,Junk
Steve_Altair,216,169,47,502.9,394.5,108.4,6253.202774,
HuffPostUKTech,216,169,47,202,158.4,43.6,689.3859293,
BradleyScottWin,188,141,47,531,361,170,9679.980363,
AmiriConstruct,113,66,47,202.5,81.8,120.7,26024.6327,
GWDanceWriter,86,39,47,87.8,45.3,42.5,6098.352542,
bealers,73,26,47,61.1,28,33.1,1904.593866,
Natnotgnats,72,25,47,66.9,19.7,47.2,5165.488698,
EUPVSEC,70,23,47,127.9,35.4,92.5,7.990352019,
theflta,70,23,47,75.2,26.5,48.7,0,
leedsyg,69,22,47,70.1,22,48.1,0.709736228,
HighEndPlumbing,66,19,47,135.3,20,115.3,8.085267511,
Rocket_Rolfe,60,13,47,76.8,15.4,61.4,0,
amberella77,59,12,47,41.1,14,27.1,0,
vexmand,57,10,47,79.5,17.3,62.2,8.728571429,
scarranzatovar,55,8,47,210.8,29.7,181.1,20364.9569,
bbankssydney,53,6,47,168.9,18.8,150.1,17623.94096,
nash_lizzie,50,3,47,34.8,1.3,33.5,2250.147913,
JustinTrudeau,1039,993,46,842.7,790.3,52.4,129792.3708,
WACommunity,928,882,46,1600.7,1554.5,46.2,18301.36663,
SkySports,524,478,46,598.7,478.3,120.4,426.5871511,
chrisfroome,485,439,46,499.7,434.8,64.9,262670.0231,
propertyjourno,415,369,46,509.7,452.2,57.5,4.654794554,
Ryanair,324,278,46,308.1,281.6,26.5,56118.10291,
Hyperec_HRS,245,199,46,394.8,355.4,39.4,47853.90425,
LutonSixthForm,119,73,46,126.4,76.3,50.1,1832.789451,
Tweeting_Hammer,99,53,46,112,57.5,54.5,284.1814014,
bolton_tor,81,35,46,262,95.8,166.2,13204.84207,
YouGovCam,73,27,46,73.2,27.1,46.1,73.96211357,
PlumberPlymouth,72,26,46,145.8,44.5,101.3,274.7682523,
GPDconference,69,23,46,73.6,26.9,46.7,17.1779721,
MelanieatSDC,68,22,46,116.5,30.5,86,8438.119389,
Gabyrh,68,22,46,117.4,46.2,71.2,17113.06092,
samchandan,68,22,46,120,57.5,62.5,1231.97601,
ExeterActive,67,21,46,102.4,31.6,70.8,33.58367874,
iloveclaims,65,19,46,142.1,61,81.1,893.3409173,
thebarrelofapun,65,19,46,63.8,21.4,42.4,1254.737228,
NorthDorset,62,16,46,62.5,16.2,46.3,19.30487021,
hughbriz,59,13,46,79.9,17.1,62.8,1408.53857,
EXEDevelopment,59,13,46,81.5,26.3,55.2,0,
GlosVain,59,13,46,65.6,16,49.6,607.3367358,
jeremycarter72,58,12,46,191.7,47.1,144.6,957.9721972,
EnergyActionAUS,55,9,46,114.2,10,104.2,0.111111111,
MaryPFPI,54,8,46,70.2,11,59.2,0.043478261,
MatthewLollar,52,6,46,41.1,5.4,35.7,1036.458982,
FisherPartners,51,5,46,106.1,5.1,101,0,
Infiniti_Energy,48,2,46,109.8,3,106.8,0,
GlastoFest,590,545,45,560.8,516.8,44,151299.8308,
MarkCavendish,554,509,45,564.9,514.6,50.3,68.46670978,
KTHopkins,337,292,45,344.6,332.6,12,88067.75152,
tim_fargo,270,225,45,242.9,200.1,42.8,56588.8656,
davelackie,242,197,45,1668.5,1624.3,44.2,2417.855144,
FragranceShopUK,214,169,45,236.8,200,36.8,6129.419607,
esaoperations,209,164,45,238.9,159.8,79.1,40115.64994,
cocosaofficial,204,159,45,265.9,225.8,40.1,47.62140003,
readyrental,118,73,45,175.7,96.9,78.8,23464.68088,
WCMPC,100,55,45,129,67.4,61.6,17120.44508,
spectaclemakers,88,43,45,99.7,50,49.7,5076.015352,
josbrownlie,88,43,45,82.9,38.2,44.7,26855.78657,
profnickmorton,87,42,45,167.4,83.4,84,2257.557011,
smcblackburn,84,39,45,97.2,41,56.2,8.786283779,
coulsdoncollege,81,36,45,82.5,34.5,48,3014.388127,
RointeUK,70,25,45,99,28.3,70.7,162.9167834,
redtailcoat,68,23,45,71.1,26.1,45,0.666794872,
heather_smithUK,66,21,45,92,23,69,34028.97588,
DImprovements,65,20,45,76.5,21.4,55.1,1.518867925,
GrahamLobb,63,18,45,79,28,51,1426.036535,
Cmunicipios1,62,17,45,325.9,130.9,195,12884.15534,
vampbox,61,16,45,63,19.1,43.9,7842.903247,
agris_kamenders,58,13,45,73.2,13.3,59.9,28.2740261,
MADESignEvents,51,6,45,43.7,5.6,38.1,7.357702925,
E4TChris,49,4,45,67.6,6,61.6,194.3593165,
bakerandgrower,49,4,45,32,4.1,27.9,1069.681229,
djliamh,48,3,45,28.7,2.2,26.5,10.32582973,
ArchDigest,1164,1120,44,1600.4,1557.8,42.6,25409.4102,
darrengrimes_,200,156,44,225.4,183.5,41.9,1402.939695,
atom_bank,160,116,44,147.1,111.7,35.4,24326.90241,
LailaLondon1,157,113,44,180.2,147.8,32.4,3350.986386,
Be_HSDC,126,82,44,140.5,88.1,52.4,1248.152212,
FirstUtility,125,81,44,132.7,87.6,45.1,31786.52185,
HSBC_UK_Careers,102,58,44,96.5,54.9,41.6,2877.600353,
ConservatoryEtc,91,47,44,126.4,58.2,68.2,9467.327567,
Trooping,84,40,44,175.8,47.1,128.7,1785.711937,
ashleighmoney,81,37,44,86.9,40.1,46.8,1122.438548,
TheGoodDoctorV,78,34,44,87.1,37.5,49.6,2668.576249,
NRCAnews,74,30,44,115.7,34.3,81.4,23.38336605,
AXAUKCEO,72,28,44,75.7,31.6,44.1,1786.945219,
Steffgusto,70,26,44,89.9,43.6,46.3,0,
JacqSchlangen,62,18,44,90.4,36.3,54.1,20640.12567,
TradeDKUK,54,10,44,86.1,10.8,75.3,383.1343815,
morstoves,53,9,44,53.2,9.2,44,0,
meganryder89,52,8,44,56.3,8.1,48.2,999.0177775,
CharlieHouseHQ,51,7,44,52.7,8.1,44.6,1072.106379,
PaulG22,51,7,44,48.6,7,41.6,44.29555558,
BBC_MG,50,6,44,47.3,2.7,44.6,45.54099258,
RikHolmes,50,6,44,39.8,3.6,36.2,3871.723045,
Entrepreneur,636,593,43,761.1,718,43.1,219.5099714,
JGray,387,344,43,395.3,344.4,50.9,87.62446492,
thebizlocal,226,183,43,454.2,418.1,36.1,155.7809455,
ftbized,182,139,43,179.8,135.5,44.3,227.3246421,
ChapmanPlumbers,165,122,43,194.4,142.8,51.6,3558.131229,
ArrasPeople,103,60,43,115.3,70,45.3,7181.752376,
PropSolScot,83,40,43,89.2,46.2,43,67.41689663,
FMKArchitecture,73,30,43,86.7,37,49.7,191.5136285,
Rapport_Mktg,70,27,43,106.2,58,48.2,93.93257003,
BeaValentine,68,25,43,67.6,26.8,40.8,662.892623,
pauljgrennie,65,22,43,101,32.2,68.8,4024.176543,
VriesdeNathalie,59,16,43,157.2,47.9,109.3,8279.409707,
alok_choudhary,55,12,43,74.4,16.6,57.8,1530.629939,
abraxascatering,55,12,43,54.5,10.8,43.7,507.8402125,
MIGSOJOBS,54,11,43,73.2,15.9,57.3,3637.076053,
aliceshuttspub,52,9,43,46.9,5,41.9,691.1191263,
ChetnaBalla,50,7,43,67.8,7,60.8,2.461230635,
TylerLoewen,48,5,43,115.8,10.7,105.1,1.364336243,
alexitopiccp,48,5,43,45.7,2.6,43.1,12.4755291,
perspectivefgl,48,5,43,48,5,43,0,
JiveDancer99,47,4,43,43.3,3.4,39.9,1352.544133,
thealexforward,46,3,43,47.2,3.4,43.8,0,
Law_Murph1,45,2,43,24.1,4.1,20,0,
SkanskaGroup,853,811,42,1136.3,921.3,215,38371.85093,
eucopresident,787,745,42,726.1,671.6,54.5,22726.41388,
churchpoverty,325,283,42,297.9,288.7,9.2,83230.22585,
YourSSE,324,282,42,326.6,283.1,43.5,3495.581501,
CoopBankUK,252,210,42,257.4,216.9,40.5,7879.093323,
GillianGuy_CAB,232,190,42,247.9,196.3,51.6,5837.908526,
ReallyLinda,223,181,42,219,182.7,36.3,193141.3925,
EdwardLeighMP,210,168,42,196.4,156.1,40.3,8425.241921,
RoofingGear,125,83,42,144.7,95.6,49.1,1598.95858,
DavidPicton,110,68,42,199.1,99.3,99.8,31290.52365,
andrewgrinnell,94,52,42,108.8,55.6,53.2,5719.558453,
TheBrummie,93,51,42,96.7,54.7,42,0,
EstatesLeiceste,83,41,42,284.9,124,160.9,1984.195158,
Specialistroofi,72,30,42,73.2,30.1,43.1,0.221977777,
RJMGlassLtd,72,30,42,79.9,38.8,41.1,1333.633464,
KorriePlumbing,66,24,42,92.7,47.2,45.5,91.0610284,
ER_Business,65,23,42,98.9,28.9,70,1496.162317,
ecoGator_EU,57,15,42,102.3,21,81.3,0,
MentorMatch_UK,55,13,42,55.9,10.5,45.4,369.6092041,
DavidSubacchi,54,12,42,127.7,13.2,114.5,2316.585406,
J_Fairweather,49,7,42,63.3,7.2,56.1,0,
CambsCate,47,5,42,54.4,6.1,48.3,0,
e2xLimited,46,4,42,57,12.9,44.1,164.8736412,
NickMiles79,44,2,42,42.7,1.2,41.5,8.932395382,
MotherJones,502,461,41,540.5,486.5,54,16513.26495,
libcon,343,302,41,327.9,299.6,28.3,2434.353637,
HeatingYourHome,333,292,41,563.3,462.3,101,365.6600939,
DGCOS,321,280,41,834.9,585.9,249,74510.863,
TelegraphTravel,231,190,41,198.1,158.4,39.7,67168.85853,
dailyecho,230,189,41,271.9,233.6,38.3,32858.34233,
SchoolsWeekLive,179,138,41,258.7,209.2,49.5,3597.258517,
OriginalFunko,177,136,41,404.3,360,44.3,27.84923652,
Keppie_Design,135,94,41,203.1,113.2,89.9,5.794574911,
IlfordRecorder,119,78,41,311.5,241.1,70.4,1365.864203,
WCBLivery,99,58,41,102.7,61.9,40.8,971.0913055,
ThinkSouthLpool,86,45,41,163.6,85.5,78.1,1137.339632,
ILXGroup,83,42,41,103.4,53.4,50,1960.236231,
TKA_Training,73,32,41,53.3,30.5,22.8,5996.11831,
niallmilner,58,17,41,51.2,14.2,37,4830.470352,
MrWaleAdeyemi,51,10,41,48.3,10,38.3,0,
ysjequality,50,9,41,49.6,6,43.6,3634.84031,
ICLEIMisionTec,49,8,41,119.6,19.8,99.8,25708.92108,
timlowin,49,8,41,83.3,13.4,69.9,45.04092225,
jaijai75,47,6,41,46.7,7,39.7,0,
paulkrugman,1096,1056,40,1136.2,1102.9,33.3,20259.85189,
WiredUK,1018,978,40,1115.1,1106.5,8.6,421863.0841,
Leicester_News,294,254,40,448.5,411.7,36.8,17155.26187,
MorganStanley,255,215,40,252,216.5,35.5,69189.50188,
ATArchitects,225,185,40,257.7,204,53.7,30.23910522,
prince2blog,117,77,40,124.7,82.2,42.5,28886.26836,
henryjlyons,87,47,40,135.6,69.6,66,543.7610289,
xaveriansfc,79,39,40,69.8,36.7,33.1,1528.792172,
SJLheating,74,34,40,75.7,35.5,40.2,4452.582236,
notredamecoll,67,27,40,104.2,45.3,58.9,24466.00377,
AStarMedia,56,16,40,60.5,13.3,47.2,63.63222993,
debcwells,51,11,40,80.8,16.5,64.3,1295.657194,
JPCoaching,51,11,40,42.5,10.6,31.9,7870.800771,
GoldSealCert,49,9,40,135.6,48.5,87.1,1775.76866,
AndrewMcGuigan1,49,9,40,56.5,8.4,48.1,142.6454259,
madisonprkhomes,48,8,40,82.7,9.2,73.5,0,
winnieyeunghk,44,4,40,36.5,2.5,34,2679.348744,
Amazing_Maps,600,561,39,531.2,526.2,5,279231.2994,
unherd,340,301,39,418,377,41,15430.0378,
WorthingCollege,222,183,39,216,184.8,31.2,11025.60084,
VirtueLondon,204,165,39,234.1,215.7,18.4,1494.947731,
feelaliveuk,184,145,39,225,187.1,37.9,7228.413139,
SteveChalke,172,133,39,161.8,130.1,31.7,38802.29044,
lv,150,111,39,135,103,32,69054.31562,
Sovereignwin,135,96,39,160.7,106.8,53.9,18747.24019,
BrooksbyMelton,110,71,39,118.8,77.2,41.6,78.94868675,
HVACR_Online,71,32,39,113.8,55.3,58.5,156.52319,
CheadleCollege,65,26,39,102.5,45.6,56.9,6828.200629,
robayre_UKLE,56,17,39,56.8,9.7,47.1,8745.834633,
Chall_Fencing,54,15,39,58.8,14.5,44.3,9.434346619,
ewabieniecka,51,12,39,118.5,36.8,81.7,149.3651258,
BVT_Lightmoor,48,9,39,91.6,17.9,73.7,2.797619048,
lorlor482,42,3,39,42.6,2.7,39.9,0,
Medium,874,836,38,851.2,832.2,19,54088.85728,
BW,615,577,38,615.4,577.3,38.1,0,
DeloitteUK,610,572,38,644.9,630.4,14.5,109654.5748,
PrimeLocation,592,554,38,670.4,604.8,65.6,3022.225443,
LandlordZONE,458,420,38,641.3,588.6,52.7,22973.2391,
IGPassivhaus,205,167,38,705.7,633.7,72,115.2369221,
PMInstitute,189,151,38,301.4,250.4,51,34485.37414,
Southsomersetdc,165,127,38,194.2,160.4,33.8,917.4734721,
APMEvents,154,116,38,193.6,160.6,33,44020.53713,
EduWeekJobs,145,107,38,177.2,137.2,40,1200.001443,
dianeSFHA,126,88,38,230.8,171.8,59,20740.07941,
LeedsUniCareers,116,78,38,114.3,74.6,39.7,16702.35837,
JOHNPCBHALLIDAY,61,23,38,64.8,21.7,43.1,11723.62827,
timcobbpr,61,23,38,66.4,24.5,41.9,514.7979942,
Aging_Society,59,21,38,42.5,18.7,23.8,46101.01275,
RowlingBuilding,52,14,38,56.5,16,40.5,0,
icvue,45,7,38,49.6,8.6,41,438.4595633,
GhowittPhoto,43,5,38,44.7,3.8,40.9,87.35471986,
AlwaysGallo,43,5,38,42.4,2,40.4,1032.875825,
BorisJohnson,1252,1215,37,1426.9,1397.8,29.1,84402.19921,
BuildershopUK,589,552,37,836.4,598.6,237.8,43217.6001,
ExeterChiefs,152,115,37,240.4,177.7,62.7,41285.07614,
dailyexpressuk,109,72,37,108.9,71.9,37,95.9938382,
EVFleetWorld,86,49,37,104.7,64.4,40.3,40.87962945,
MEUKAutomation,72,35,37,79,34.2,44.8,1003.33746,
Adams_Grammar,57,20,37,54.7,20.7,34,6898.525193,
ElecIrelandNI,48,11,37,51.9,13.1,38.8,0,
salaryfin,48,11,37,52.2,13.6,38.6,361.1079141,
SeanPhillips_SP,46,9,37,75.9,11.2,64.7,2330.344068,
BUILAcommittee,45,8,37,53.6,7.4,46.2,86.38044893,
Elpadgetto,39,2,37,29.9,0.3,29.6,526.4181096,
TuftyPiggie,39,2,37,12.4,1.7,10.7,0,
EE,615,579,36,527.5,519.7,7.8,176496.8085,
Aggerscricket,515,479,36,499.7,470.6,29.1,27936.03083,
AcademicsSay,429,393,36,367.2,345.3,21.9,87679.46753,
Everton,327,291,36,379.4,347.7,31.7,86376.24873,
JWhittingdale,291,255,36,284.7,252.3,32.4,2153.462901,
Poundstretcher1,209,173,36,374.8,348.7,26.1,2742.247865,
yourcolchester,198,162,36,256.2,218.9,37.3,16336.76401,
