"archcode","ndwel","nsample","age.Q1","age.Q2","age.Q3","sap.Q1","sap.Q2","sap.Q3","windows.Q1","windows.Q2","windows.Q3","doors.Q1","doors.Q2","doors.Q3","floorarea.Q1","floorarea.Q2","floorarea.Q3","groundfloorarea.Q1","groundfloorarea.Q2","groundfloorarea.Q3","control.Q1","control.Q2","control.Q3","radcontrol.Q1","radcontrol.Q2","radcontrol.Q3","solararea.Q1","solararea.Q2","solararea.Q3","intwallarea.Q1","intwallarea.Q2","intwallarea.Q3","intwallarea.extwalls.Q1","intwallarea.extwalls.Q2","intwallarea.extwalls.Q3","intwallarea.extpartywalls.Q1","intwallarea.extpartywalls.Q2","intwallarea.extpartywalls.Q3","intwallarea.frontwall.Q1","intwallarea.frontwall.Q2","intwallarea.frontwall.Q3","extwallarea.Q1","extwallarea.Q2","extwallarea.Q3","extwallarea.front.Q1","extwallarea.front.Q2","extwallarea.front.Q3","extwallarea.exceptfront.Q1","extwallarea.exceptfront.Q2","extwallarea.exceptfront.Q3","extwindowarea.Q1","extwindowarea.Q2","extwindowarea.Q3","dpcperim.Q1","dpcperim.Q2","dpcperim.Q3","nfloors.Q1","nfloors.Q2","nfloors.Q3","roofareaplan.Q1","roofareaplan.Q2","roofareaplan.Q3","roofareaslope.Q1","roofareaslope.Q2","roofareaslope.Q3","ceilingground.Q1","ceilingground.Q2","ceilingground.Q3","ceilingfirst.Q1","ceilingfirst.Q2","ceilingfirst.Q3","imd.Q1","imd.Q2","imd.Q3","gasgrid.yes","tank.wellins","wallins","loftins","citycentre","otherurban","suburban","ruralres","villagecentre","rural","own","rent.private","rent.la","rent.rsl"
"F-B-A-A-A-A-A",16950,7,1945,1954,1958,54.75,58.79,63.69,7,7,12,2,2,2,56.34,56.34,72.5,56.34,56.34,72.5,4,5,5,1,2,2,14.085,14.085,18.125,122.82,122.82,143.88,51.84,56.4,69.024,51.84,56.4,69.024,12.96,14.1,17.256,57.6,62.16,74.784,14.4,15.54,18.696,43.2,46.62,56.088,23.11,23.11,24.56,24,25.9,31.16,1,1,1,70.18,70.18,95.44,85.62,85.62,113.98,2.4,2.4,2.4,2.4,2.4,2.4,3,7,10,100,0,21,13.5,0,1013,13642,2295,0,0,15190,0,1760,0
"A-B-B-A-A-B-C",16779,9,1919,1921,1935,43.06,45.53,52.34,12,16,17,2,2,2,67.14,83.42,92.74,33.57,41.71,45.2033333333333,5,5,5,1,2,2,11.0781,13.7643,15.3021,156.47,196.7,224.25,81.12,111.192,128.8,78.24,108.24,125.8,27.04,37.064,42.9333333333333,89.76,120.048,137.8,29.92,40.016,45.9333333333333,59.84,80.032,91.8666666666666,25.78,25.8,30.83,18.7,24.4,26.4,2,2,2,46.23,59.99,75.57,56.4,73.2,87.79,2.4,2.46,2.5,2.4,2.47,2.5,5,6,6,100,0,0,25.3,0,3649,13130,0,0,0,6725,5951,659,3444
"G-B-B-A-A-D-B",16703,7,1883,1883,1913,51.19,59.07,64.19,9,9,10,1,2,2,93.59,93.59,136.91,93.59,93.59,136.91,5,5,5,1,2,2,23.3975,23.3975,34.2275,211.31,222.3,222.3,103.615,140.184,153.736666666667,100.735,137.208,150.856666666667,51.8075,70.092,76.8683333333333,106.495,143.16,156.616666666667,53.2475,71.58,78.3083333333333,53.2475,71.58,78.3083333333333,51.08,111.17,165.49,60,65.4,67,2,3,4,154.74,195.48,262.34,188.78,241.2,320.06,2.4,2.4,2.48,2.4,2.8,3,7,8,9,100,0,0,0,0,1262,14643,0,798,0,13923,798,0,1982
"I-A-A-A-A-A-A",16591,9,1991,2011,2011,75.17,76.94,77.55,6,9,11,1,2,2,70.86,76.48,95.22,70.86,76.48,95.22,5,5,5,2,2,2,17.715,19.12,23.805,132.8,147.57,166.13,112.430714285714,145.521428571429,212.335,109.550714285714,142.641428571429,209.455,56.2153571428571,72.7607142857143,106.1675,115.310714285714,148.401428571429,215.215,57.6553571428571,74.2007142857143,107.6075,57.6553571428571,74.2007142857143,107.6075,293.15,755.1,755.1,79.4,90.2,97.04,6,11,14,406.76,646.64,646.64,487.32,754.05,754.05,2.4,2.4,2.4,2.4,2.4,2.4,3,6,6,100,0,32.1,46.5,1903,13575,1113,0,0,0,9679,3929,335,2648
"H-A-A-C-B-D-A",16585,7,1973,1973,1973,68.18,68.18,68.18,4,4,4,1,1,1,45.09,45.09,45.09,45.09,45.09,45.09,4,4,5,2,2,2,45.09,45.09,45.09,108.8,108.8,108.8,142.68,142.68,142.68,139.8,139.8,139.8,71.34,71.34,71.34,145.56,145.56,145.56,72.78,72.78,72.78,72.78,72.78,72.78,153.42,153.42,153.42,70,70,70,3,3,3,294,294,294,294,294,294,2.4,2.4,2.4,2.4,2.56,2.56,8,9,9,100,0,9.3,0,0,740,15845,0,0,0,0,15411,1174,0
"G-B-B-A-A-A-F",16495,9,1876,1897,1917,3.22,29.19,47.82,4,6,7,1,1,2,35.72,52.48,55.67,35.72,52.48,55.67,0,1,3,0,1,2,8.93,13.12,13.9175,81.98,104.5,128.8,37.876,45.97,73.434,34.792,43.09,70.554,18.938,22.985,36.717,40.96,48.85,76.314,20.48,24.425,38.157,20.48,24.425,38.157,35.1,72.25,89.03,24.3,25.42,37.1,2,3,4,98.78,112.33,183.05,117.24,137.04,204.33,2.4,2.4,2.5,2.4,2.4,2.4,2,5,6,91.2,0,8.8,0,6415,8633,0,0,1447,0,0,16495,0,0
"F-A-A-A-A-A-K",16425,12,1961,1968,1969,50.93,53.54,54.46,6,15,15,2,2,2,50.86,83.2,127.82,50.86,83.2,127.82,1,5,5,0,0,0,12.715,20.8,31.955,98.28,156.99,221.34,47.38,83.03,110.88,47.38,83.03,110.88,11.845,20.7575,27.72,52.9,88.55,116.64,13.225,22.1375,29.16,39.675,66.4125,87.48,10.24,26.34,36.9,22.6,38.5,48.6,1,1,1,64.15,105.1,143.78,78.27,128.24,175.4,2.3,2.4,2.4,2.4,2.4,2.4,4,6,7,86.7,0,61.8,29.1,0,727,7961,5803,1934,0,8441,1559,3516,2909
"G-B-B-C-B-D-A",16213,5,1891,1891,1895,63.56,64.81,64.81,3,3,4,2,3,3,37.51,37.51,52.58,37.51,37.51,52.58,5,5,5,1,1,2,37.51,37.51,52.58,83.88,83.88,124.91,19.9775,19.9775,35.9266666666667,17.0975,17.0975,32.3266666666667,9.98875,9.98875,17.9633333333333,22.8575,22.8575,39.5266666666667,11.42875,11.42875,19.7633333333333,11.42875,11.42875,19.7633333333333,74.8,74.8,74.8,13.6,13.6,17.8,5,5,5,93.16,93.16,93.16,93.16,93.16,93.16,2.4,2.4,2.4,2.4,2.4,2.4,3,4,4,100,0,0,0,2967,13246,0,0,0,0,0,14995,1218,0
"B-A-A-A-A-A-D",16134,6,1980,1988,1997,48.99,54.89,61.93,8,8,10,2,2,2,61.98,61.98,79.62,30.99,30.99,39.81,0,0,0,0,0,0,7.7475,7.7475,9.9525,140.85,140.85,178.77,103.04,104.28,132.48,103.04,104.28,132.48,25.76,26.07,33.12,114.08,115.656,143.52,28.52,28.914,35.88,85.56,86.742,107.64,12.44,14.07,22.62,24.8,24.8,31.2,2,2,2,43.54,43.54,63.05,53.12,53.12,76.92,2.3,2.3,2.3,2.3,2.3,2.3,6,6,7,55.1,41.9,8,54,1959,0,6937,7238,0,0,10728,2967,0,2439
"C-A-A-A-A-A-F",15974,9,1950,1981,1988,34.64,49.88,51.22,6,7,7,2,2,3,57.48,72.9,98.51,28.74,36.45,38.6633333333333,0,3,3,0,1,1,14.37,18.225,19.3316666666667,136.05,176.92,236.17,41.28,49.68,100.25,35.52,44.16,94.25,20.64,24.84,50.125,47.04,55.2,106.25,23.52,27.6,53.125,23.52,27.6,53.125,13.46,18.36,21.59,9.8,12,18.6,2,2,2,37.18,47.1,59.88,45.36,57.46,73.06,2.3,2.3,2.4,2.3,2.3,2.4,3,7,8,81.1,0,35.8,41.5,0,0,12960,1860,1154,0,11141,2750,0,2083
"F-A-A-A-A-A-H",15753,7,1969,1982,2006,54.49,56.41,65.87,5,5,9,3,3,4,52.33,67.68,72.13,52.33,67.68,72.13,5,5,5,2,2,2,13.0825,16.92,18.0325,104.64,140.52,154.69,54,68.08,84.96,54,68.08,84.96,13.5,17.02,21.24,59.76,73.6,90.72,14.94,18.4,22.68,44.82,55.2,68.04,9.84,18.1,18.43,24.9,32,37.8,1,1,1,67.2,82.45,90.78,81.98,100.59,110.76,2.3,2.4,2.4,2.4,2.4,2.4,3,5,6,100,0,75.9,0,0,1248,9771,4734,0,0,10288,4217,0,1248
"C-B-C-A-A-D-A",15723,4,1849,1849,1849,54.65,56.2,56.2,5,15,22,2,2,3,56.69,135.24,188.11,28.345,45.08,94.055,4,5,9,0,2,2,14.1725,22.54,47.0275,148.61,308.08,352.93,52.328,104.4,134.75,46.376,96.048,128.87,26.164,52.2,67.375,58.28,112.752,140.63,29.14,56.376,70.315,29.14,56.376,70.315,11.16,36.65,38.24,11.75,16.2,28.7,2,2,3,46.31,63.08,125.83,53.44,74.19,153.51,2.32,2.45,2.45,2.16,2.2,2.5,7,7,8,100,0,0,0,2540,5755,2653,4775,0,0,13183,2540,0,0
"C-B-C-A-A-D-D",15286,5,1849,1849,1849,39.52,39.52,47.8,4,8,16,2,2,3,56.65,77.67,92.96,28.325,38.835,46.48,0,0,0,0,0,0,14.1625,19.4175,23.24,122.71,144.27,228.9,51.04,51.172,61.64,44.08,45.892,56.12,25.52,25.586,30.82,56.452,58,67.16,28.226,29,33.58,28.226,29,33.58,9.89,14.28,22.95,10,12.83,14.6,2,2,2,39.4,56.01,58.26,48.08,68.34,71.06,2.2,2.3,2.9,2.1,2.2,2.9,6,7,7,0,0,0,0,0,0,0,4070,4760,6456,7304,7982,0,0
"C-B-B-A-A-D-B",15280,10,1853,1880,1912,41.15,46.23,58.08,7,11,11,2,2,2,64.78,70.17,82.46,32.39,35.085,41.23,5,5,5,1,1,1,16.195,17.5425,20.615,159.29,206.22,219.28,56.792,58.056,74.88,51.296,52.152,69.12,28.396,29.028,37.44,62.288,63.96,80.64,31.144,31.98,40.32,31.144,31.98,40.32,16.19,22.41,25.01,13,13.6,14.6,2,2,2,45.92,47.96,52.7,56.03,58.51,64.29,2.36,2.46,2.6,2.42,2.5,2.7,3,4,7,100,0,3.4,0,0,8158,5336,0,1786,0,7319,5985,1976,0
"B-A-A-B-B-A-B",15227,4,1960,1960,1990,62.28,67.59,67.59,13,13,16,4,4,4,116.8,150.02,150.02,58.4,75.01,75.01,5,5,5,1,1,2,29.2,37.505,37.505,257.44,278.47,278.47,168,168,179.52,168,168,179.52,42,42,44.88,179.52,179.52,191.04,44.88,44.88,47.76,134.64,134.64,143.28,13.92,13.92,36.71,37.4,37.4,39.8,2,2,2,87.66,94.52,94.52,105.52,122.35,122.35,2.4,2.4,2.4,2.3,2.3,2.4,6,6,7,100,0,73.6,10.7,0,0,11357,2244,1626,0,15227,0,0,0
"C-B-B-A-A-A-F",15208,6,1877,1896,1916,30.19,50.64,52.67,6,6,7,2,2,2,59.48,66.12,70.04,29.74,33.06,35.02,0,1,1,0,0,0,14.87,16.53,17.51,170.54,183.37,190.58,52.084,56.608,81.3248,45.124,50.752,75.0368,26.042,28.304,40.6624,58.928,62.464,87.6128,29.464,31.232,43.8064,29.464,31.232,43.8064,15.54,19.56,21.62,10.3,12.8,16.54,2,2,2,40.53,52.19,54.11,49.44,62.29,65.19,2.44,2.54,2.72,2.5,2.58,2.8,1,2,4,85.8,0,0,19.7,0,6982,6068,2158,0,0,15208,0,0,0
"A-D-A-A-A-A-A",15074,7,1947,1953,1975,50.99,58.3,64.47,8,10,13,1,2,2,74.43,77.11,119.26,37.215,38.555,59.63,4,4,5,2,2,2,13.66695,19.2775,29.815,169.22,174.39,265.28,96,99.82,147.5,93.12,97.06,144.5,32,33.2733333333333,49.1666666666667,104.64,108.1,156.5,34.88,36.0333333333333,52.1666666666667,69.76,72.0666666666667,104.333333333333,9.43,21.65,30.69,21.8,23.5,31.3,2,2,2,50.17,56.09,98.48,61.21,68.44,120.15,2.3,2.5,2.5,2.3,2.42,2.5,2,7,8,100,0,20.7,3.5,0,0,14546,528,0,0,7260,5472,1405,937
"B-B-C-A-A-B-L",14980,2,1849,1849,1849,9.94,9.94,9.94,10,10,10,1,1,1,83.02,83.02,83.02,41.51,41.51,41.51,0,0,0,1,1,1,10.3775,10.3775,10.3775,198.16,198.16,198.16,130.5,130.5,130.5,130.5,130.5,130.5,32.625,32.625,32.625,141.3,141.3,141.3,35.325,35.325,35.325,105.975,105.975,105.975,24.18,24.18,24.18,31.4,31.4,31.4,2,2,2,60.18,60.18,60.18,72.55,72.55,72.55,2.25,2.25,2.25,2.4,2.4,2.4,5,5,5,0,0,0,0,0,0,0,0,0,14980,13407,1573,0,0
"A-A-A-C-A-A-A",14948,5,1964,1964,1967,62.76,65.11,69.37,12,14,21,2,2,3,98.98,109.02,176.76,49.49,54.51,88.38,4,5,5,2,2,2,49.49,54.51,88.38,211.31,246.9,326.69,109.92,111.84,145.82,107.04,108.96,143.06,36.64,37.28,48.6066666666667,118.56,120.48,154.1,39.52,40.16,51.3666666666667,79.04,80.32,102.733333333333,27.83,44.79,86.7,24,24.7,33.5,2,2,2,63.52,66.34,120.29,63.52,73.08,131.56,2.3,2.4,2.4,2.3,2.4,2.42,4,4,7,100,0,52.7,0,0,4163,10785,0,0,0,12041,2907,0,0
"F-C-A-A-A-A-E",14927,6,1969,1987,1999,5.89,36.41,39.93,8,9,12,1,2,4,55.09,60.34,67.3,55.09,60.34,67.3,5,5,5,2,2,2,13.7725,15.085,16.825,105.4,112.64,142.47,61.6,65.94,86.24,61.6,65.94,86.24,15.4,16.485,21.56,66.4,70.98,92.12,16.6,17.745,23.03,49.8,53.235,69.09,20.37,21.53,35.32,33.2,33.8,37.6,1,1,1,71.06,71.98,85.26,86.7,87.82,104.02,2.1,2.1,2.4,2.4,2.4,2.4,6,6,7,18.4,0,0,0,0,0,2748,8764,3415,0,14927,0,0,0
"A-B-A-A-A-A-C",14913,3,1952,1952,1957,41.79,41.79,62.09,12,13,13,4,4,8,121.74,121.74,135.59,60.87,60.87,67.795,5,5,5,1,1,2,22.37235,30.435,30.435,234.81,234.81,269.86,140.4,140.4,154.112,137.52,137.52,151.424,46.8,46.8,51.3706666666667,149.04,149.04,162.176,49.68,49.68,54.0586666666667,99.36,99.36,108.117333333333,34.07,34.07,45.35,31.05,31.05,36.2,2,2,2,88.82,100.63,100.63,108.35,121.5,121.5,2.24,2.4,2.4,2.3,2.3,2.4,10,10,10,100,0,6.1,0,0,0,0,7317,7596,0,14006,0,0,907
"B-B-B-A-A-A-C",14913,5,1935,1935,1939,48.76,48.76,48.76,17,17,21,3,4,4,129.81,129.81,161.81,64.905,64.905,80.905,5,5,5,2,2,2,16.22625,16.22625,20.22625,267.41,267.41,328.09,162.24,162.24,200.94,162.24,162.24,200.94,40.56,40.56,50.235,173.76,173.76,213.18,43.44,43.44,53.295,130.32,130.32,159.885,50.45,50.45,50.45,36.2,36.2,41.8,2,2,2,89.34,89.34,117.26,108.02,108.02,143.06,2.4,2.4,2.55,2.4,2.4,2.5,2,2,7,100,0,0,51.6,0,0,12648,2265,0,0,13438,1475,0,0
"B-B-B-A-A-C-A",14912,5,1907,1935,1942,37.72,41.76,45.8,15,16,19,2,2,4,94.93,109.91,142.56,47.465,54.955,71.28,5,5,5,2,2,2,11.86625,13.73875,17.82,235.03,258,285.41,157.04,173.628,206,157.04,173.628,206,39.26,43.407,51.5,169.52,186.732,218,42.38,46.683,54.5,127.14,140.049,163.5,24.42,34.88,37.42,32.6,34.2,43.6,2,2,2,70.18,73.7,100.68,83.94,89.9,122.82,2.5,2.6,2.73,2.5,2.5,2.65,3,7,9,100,0,0,40,0,7420,2388,0,5104,0,9266,5646,0,0
"A-A-A-C-B-A-A",14842,5,1967,1973,1973,55.76,55.76,60.83,5,5,7,2,3,3,97.69,98.93,98.93,48.845,49.465,49.465,4,4,4,2,2,2,48.845,49.465,49.465,199.95,199.95,199.95,95.52,95.52,95.52,92.64,92.64,92.64,31.84,31.84,31.84,104.16,104.16,104.16,34.72,34.72,34.72,69.44,69.44,69.44,13,13,13,21.7,21.7,21.7,2,2,2,58.5,58.5,58.5,58.5,58.5,58.5,2.4,2.4,2.4,2.3,2.3,2.3,3,3,3,100,0,4.9,0,0,11177,3665,0,0,0,12776,862,1204,0
"C-C-A-A-A-A-C",14691,10,1968,1969,1973,57.5,61.01,67.03,8,8,8,2,2,2,73.42,75.01,82.43,36.71,37.505,41.215,5,5,5,1,2,2,18.355,18.7525,20.6075,154.33,165.68,179.25,57.04,58.016,58.604,51.52,52.64,53.084,28.52,29.008,29.302,62.56,63.392,64.124,31.28,31.696,32.062,31.28,31.696,32.062,17.34,19.24,21.52,13.6,13.94,14.15,2,2,2,47.2,49.14,52.35,57.58,59.96,63.87,2.3,2.3,2.4,2.3,2.3,2.4,2.5,4,6,100,0,26,10.6,0,0,14691,0,0,0,5570,2138,476,6507
"A-A-A-A-A-D-A",14599,15,1950,1961,1972,57.36,61.03,65.69,9,9,11,2,2,2,71.61,81.55,92.12,35.805,40.775,46.06,5,5,5,1,2,2,13.45575,15.1998,17.82165,165.51,173.07,186.89,85.56,91.08,96.48,82.8,88.32,93.6,28.52,30.36,32.16,93.84,99.36,105.12,31.28,33.12,35.04,62.56,66.24,70.08,13.32,24.18,29.47,20.4,21.6,21.9,2,2,2,46.06,53.23,60.76,56.2,64.94,75.97,2.3,2.3,2.4,2.3,2.3,2.4,2,5,7,100,0,59.9,25.8,0,889,13317,393,0,0,4424,3989,3449,2737
"C-B-A-A-A-A-A",14447,10,1957,1959,1959,61.5,69.03,69.03,10,16,18,2,2,2,74.19,79.4,120.79,37.095,39.7,60.395,5,5,5,2,2,2,18.5475,19.85,30.1975,161.96,192.88,272.4,66.24,79.04,79.04,60.48,72.8,72.8,33.12,39.52,39.52,72,85.28,85.28,36,42.64,42.64,36,42.64,42.64,24.12,25.29,27.55,15,16.4,16.4,2,2,2,50.52,54.96,74.2,61.62,66.38,84,2.4,2.4,2.6,2.4,2.5,2.5,3,4,5,100,0,6.7,57.2,0,3096,11351,0,0,0,5858,4130,4037,422
"H-A-A-A-A-A-H",14407,11,1963,1971,1982,53.27,62.15,64.81,5,5,6,1,1,2,44.07,57.69,58.5,44.07,57.69,58.5,5,5,5,1,1,2,11.0175,14.4225,14.625,93.84,126.64,139.75,70.33,99.49,116.885,67.81,96.61,114.005,35.165,49.745,58.4425,72.85,102.37,119.765,36.425,51.185,59.8825,36.425,51.185,59.8825,47.14,67.96,110.92,43,46.2,50.21,3,3,3,152.24,161.84,169.66,185.72,197.44,206.98,2.4,2.4,2.4,2.3,2.4,2.4,2,4,8,100,0,11.6,0,0,6876,7531,0,0,0,6074,2625,2783,2925
"C-B-B-B-B-A-A",14357,8,1860,1903,1917,59.56,59.88,67.49,7,7,14,1,2,3,66.09,71.83,95.68,22.03,23.9433333333333,31.8933333333333,5,5,5,1,1,2,11.015,11.9716666666667,15.9466666666667,200.75,204.71,270.05,72,93.696,106.2912,63.36,84.48,97.0752,36,46.848,53.1456,80.64,102.912,115.5072,40.32,51.456,57.7536,40.32,51.456,57.7536,11.41,11.41,17.8,11.2,13.4,15.04,3,3,3,44.83,44.83,55.02,52.14,52.14,65.24,2.4,2.56,2.56,2.44,2.6,2.6,5,7,7,100,0,0,0,0,4106,10251,0,0,0,4456,8058,705,1138
"A-A-B-A-A-A-D",14355,7,1920,1927,1937,35.9,38.25,46.17,11,13,17,2,3,3,64.05,74.27,80.16,32.025,37.135,40.08,0,0,0,0,0,0,12.25455,13.2264,16.0125,163.81,198.99,204.72,92.46,101.016,109.14,89.7,98.088,106.08,30.82,33.672,36.38,100.74,109.8,118.32,33.58,36.6,39.44,67.16,73.2,78.88,17.85,32,37.04,21.9,22.5,23.2,2,2,2,51.2,57.19,59.09,62.48,67.54,72.09,2.4,2.44,2.5,2.4,2.5,2.5,5,7,9,75.9,0,37.2,0,0,0,10902,455,0,2998,6697,7203,0,455
"C-A-A-A-A-D-B",14317,7,1990,1993,2012,54.18,63.23,64.27,8,8,10,2,2,2,83.51,83.51,83.71,41.755,41.755,41.855,5,5,5,1,1,1,20.8775,20.8775,20.9275,169.44,203.97,203.97,69.23,69.23,73.784,63.71,63.71,68.264,34.615,34.615,36.892,74.75,74.75,79.304,37.375,37.375,39.652,37.375,37.375,39.652,18.75,20.36,20.36,16.25,16.25,17.24,2,2,2,54.19,58.09,58.09,66.1,70.87,70.87,2.3,2.3,2.4,2.3,2.3,2.4,5,8,10,100,0,20.9,0,573,560,11659,1525,0,0,8608,3567,1582,560
"A-B-B-A-A-D-C",14268,6,1910,1913,1938,42.09,45.45,47.54,10,13,27,2,2,4,74.19,94.58,101.82,37.095,47.29,50.91,4,5,5,1,1,2,15.6057,18.5475,22.1525,167.03,235,259.84,91.54,114.704,134.13,88.78,111.488,130.974,30.5133333333333,38.2346666666667,44.71,99.82,124.352,143.598,33.2733333333333,41.4506666666667,47.866,66.5466666666667,82.9013333333333,95.732,25.45,33.06,42.9,21.7,23.2,29.3,2,2,2,51.07,62.51,74.07,64.6,76.26,90.36,2.3,2.6,2.63,2.5,2.6,2.6,4,4,9,100,0,0,20.9,0,0,10254,1809,0,2205,9998,4270,0,0
"H-A-A-C-A-A-A",14218,17,1956,1967,1991,69.82,75.86,78.57,4,5,7,1,1,2,50.81,55.2,70.24,50.81,55.2,70.24,5,5,5,2,2,2,50.81,55.2,70.24,96.72,133.74,155.02,89.8675,114.447,163.353333333333,86.9875,111.519,160.473333333333,44.93375,57.2235,81.6766666666667,92.7475,117.375,166.233333333333,46.37375,58.6875,83.1166666666667,46.37375,58.6875,83.1166666666667,92.54,129.33,262.2,45.96,58.94,77.64,3,4,4,177.2,190.08,275.31,183.26,192.79,295.77,2.4,2.4,2.4,2.4,2.4,2.4,2,3,6,100,0,79,4.3,320,6233,7665,0,0,0,0,5604,3633,4981
"H-C-A-C-B-A-A",14134,15,1947,1965,1973,64.51,71.89,75.03,5,5,6,1,1,2,48.16,59.25,66.12,48.16,59.25,66.12,5,5,5,2,2,2,48.16,59.25,66.12,122.96,132.95,146.42,119.52,183.5275,191.654,116.64,180.6475,188.774,59.76,91.76375,95.827,122.4,186.4075,194.534,61.2,93.20375,97.267,61.2,93.20375,97.267,108.08,122.4,324.52,60,75.55,89,3,4,5,189,297.04,462.5,189,297.04,462.5,2.4,2.4,2.4,2.3,2.4,2.4,3,3,4,100,0,47.2,0,994,3574,9566,0,0,0,0,4300,4477,5357
"C-D-B-B-A-A-A",14104,5,1890,1906,1926,52.8,56.68,66.6,10,11,13,2,2,2,89.51,100.28,106.42,29.8366666666667,33.4266666666667,35.4733333333333,5,5,5,1,2,2,14.9183333333333,16.7133333333333,17.7366666666667,257.82,278.18,292.91,97.524,136.1178,145.638,88.452,126.2898,135.198,48.762,68.0589,72.819,106.596,145.9458,156.078,53.298,72.9729,78.039,53.298,72.9729,78.039,29.9,33.27,34.4,14.1,17.82,17.94,3,3,3,52.05,60.66,64.65,57.12,74.01,77.97,2.52,2.73,2.78,2.6,2.7,2.8,4,4,9,100,0,0,25,0,8131,5973,0,0,0,9705,4399,0,0
"A-A-A-B-B-A-A",14029,4,1970,1980,1980,68.78,69.48,69.53,8,10,10,1,3,3,63.21,76.91,79.88,31.605,31.605,38.455,5,5,5,2,2,2,14.39295,15.8025,19.2275,153.46,186.94,199.54,74.52,97.52,109,71.76,94.76,106,24.84,32.5066666666667,36.3333333333333,82.8,105.8,118,27.6,35.2666666666667,39.3333333333333,55.2,70.5333333333333,78.6666666666667,11.32,11.67,16.54,18,18.2,23,2,2,2,42.94,44.66,55.24,50.92,54.48,68.94,2.3,2.3,2.4,2.3,2.3,2.3,9,9,10,100,0,31.8,30.4,0,0,9769,4260,0,0,14029,0,0,0
"C-A-A-A-A-B-B",13861,15,1957,1973,1973,60.79,62.89,67.23,9,9,10,2,2,2,74.62,84.87,88.41,37.31,42.435,44.205,5,5,5,1,1,2,18.655,21.2175,22.1025,171.34,202.76,213.81,52.44,72.22,87.312,46.92,66.7,81.552,26.22,36.11,43.656,57.96,77.74,93.072,28.98,38.87,46.536,28.98,38.87,46.536,20.35,22.49,25.78,12.6,16.25,19.39,2,2,2,48.2,52.86,61.81,58.8,64.48,73,2.3,2.4,2.4,2.3,2.3,2.4,4,6,7,100,0,52.5,16.2,0,1212,11823,826,0,0,4773,1898,2847,4343
"B-A-C-A-A-A-E",13834,4,1849,1849,1849,49.12,49.12,49.25,17,17,17,2,4,6,141.39,224.83,240.7,70.695,112.415,120.35,5,5,5,1,2,2,17.67375,28.10375,30.0875,259.8,294.26,294.26,172.732,205.176,223.2,172.732,205.176,223.2,43.183,51.294,55.8,183.148,215.064,232.8,45.787,53.766,58.2,137.361,161.298,174.6,42.4,66.28,66.28,42.2,52.2,58.2,2,2,2,115.16,148.24,148.24,140.48,180.84,180.84,2,2.06,2.17,2.1,2.2,2.23,7,8,8,0,0,27.2,0,0,0,0,0,0,13834,13834,0,0,0
"B-B-B-A-A-D-B",13780,6,1867,1884,1903,36.26,39.07,49.73,15,24,24,2,3,8,127.73,148.8,215.92,63.865,69.64,107.96,5,5,5,1,2,2,15.96625,17.41,26.99,293.47,338.55,390.67,203.036,235.44,277.76,203.036,235.44,277.76,50.759,58.86,69.44,215.66,248.4,291.2,53.915,62.1,72.8,161.745,186.3,218.4,26.57,48.78,53.36,36,41,52,2,2,2,88.1,95.67,146.22,107.46,116.71,178.38,2.63,2.8,2.8,2.6,2.7,2.7,8,9,10,100,0,11.1,52.6,0,2967,9778,0,0,1035,9778,4002,0,0
"A-B-B-A-A-D-F",13766,4,1909,1918,1918,1.82,16.27,32.14,8,9,19,2,2,2,58.6,69.92,71.88,29.3,34.96,35.94,0,1,1,0,0,0,9.669,17.48,17.48,161.03,180.32,180.32,92.512,93.628,120.96,89.68,90.472,117.6,30.8373333333333,31.2093333333333,40.32,101.008,103.096,131.04,33.6693333333333,34.3653333333333,43.68,67.3386666666667,68.7306666666667,87.36,12.16,21.36,32.42,21.4,21.4,23.4,2,2,2,47.15,49.95,51.23,55.13,60.95,62.5,2.36,2.63,2.8,2.4,2.5,2.6,4,5,5,100,0,0,21.5,1423,5863,6480,0,0,0,10239,3527,0,0
"B-A-B-B-A-A-A",13693,5,1894,1936,1941,55.3,60.47,66.26,13,14,19,2,2,4,116.81,124.48,154.51,41.4933333333333,58.405,77.255,5,5,5,0,2,2,10.3733333333333,14.60125,19.31375,252.66,256.93,310.76,194.4,197.76,247.416,194.4,197.76,247.416,48.6,49.44,61.854,207.36,209.28,264.984,51.84,52.32,66.246,155.52,156.96,198.738,23.78,26.77,42.9,36.2,41.6,43.6,2,2,3,78.71,99.93,126.68,94.06,115.9,154.54,2.4,2.41,2.44,2.3,2.4,2.4,6,8,9,100,0,41.7,31.5,0,0,5849,5593,0,2251,13693,0,0,0
"F-A-B-A-A-B-A",13668,6,1920,1920,1942,47.44,50.58,55.6,6,9,10,2,2,3,43.07,52.86,61.94,43.07,52.86,61.94,5,5,5,1,1,2,10.7675,13.215,15.485,128.7,146.88,146.88,46.32,65.25,86.73,46.32,65.25,86.73,11.58,16.3125,21.6825,52.08,71.25,92.61,13.02,17.8125,23.1525,39.06,53.4375,69.4575,11.53,11.95,15.68,21.7,28.5,37.8,1,1,1,58.48,67.04,84.96,70.58,79.97,103.66,2.45,2.45,2.5,2.4,2.4,2.4,4,5,7,100,0,39.6,2.5,0,2848,7252,3568,0,0,8465,4344,0,859
